Row,SA_meanCT,RR_meanCT,RVNS_meanCT,SD_meanCT
98.7..6..7.5.......4.3.....8...4.3...6...3.8....8...67.7.4..9....9..2.7.........1,2.2891642,2.1279775,2.171203,2.5691621
98.7..6..7..54.........9.4.6..8..5...3.....2...9....8.1....5..8...1...6.....781..,2.3532182,2.1837806,2.3954105,2.6125056
98.7..6..5...6......6..8.7.4......53..8.5.7.....2.4....3...1.2...5.8.9..........1,2.2319091,2.188485,3.0457717,2.8672729
98.7..6..7.5....9.....95...65.4....9.....3.........48.57.6...4...2.....6....1...7,2.1679485,2.1653169,2.484463,2.212381
........1....23.....45..26..2..6...7.6..8....4..9...2..4.6..95.5........9.....3.6,2.3086196,2.2703282,2.4366103,2.8702218
98.7..6..7..6..5......4..7.6..9..8...9..6..3...8..2...1.........7.1...65....971..,2.291465,2.1511526,2.7856073,2.5643871
98.7..6....7.5.........9.7..9...4..3..8....6...653..9..2....9.....6...5.....9.1.7,2.1972919,2.2206142,2.7394383,2.5352777
98.7..6..5...9..4...4......6...5...3.2.6..8....9..3....1.....26...1...87....2.1..,2.2075591,2.19125,2.8690886,2.7666958
1.........5...913...9...56.2.1.7..9..9.6......3..2...5...5....6....149........81.,2.3158047,2.1416833,2.6594238,2.7632684
...........1..2.34.2.35.61....7...5..3.......1....3.82..4.......1...8.438.39...2.,2.1137175,2.1099201,2.4310932,2.7635435
........1.....2.3...3.4.5.....6...7...5.8.46..68.9.3....94.8...3....98..5...3....,2.2645767,2.2122084,2.9313068,3.0674724
98.7..6..7.5.6..4...3..9...85..7.9.....9.5..2...8.....69...75....8.........6....1,2.269261,2.0978521,2.1806304,2.5630236
98.7..6....5..........95.4.7...3.8...2......1..89....66...8.3...1......2..46...8.,2.3235543,2.106468,2.3988958,3.0669374
........1....23.4...51.6.........12..17...8..2....8..4...3......6194...33...814..,2.2500591,2.1591339,2.6381344,2.5170982
98.76.5..75.4..9....3......5...7..42...2...95......7..4..5..2...6..8..59........1,2.1564218,2.1072692,2.0394753,2.3201388
98.76....7.54..8...46..8...4..3..9...5..2..84........1.97..35.....5.........7..4.,2.2095382,2.1364117,2.4360354,2.7243562
98.7..6....7....5...4.3....83.9....5....8..9.....2.8..6..3...8...3.7...6.....1..7,2.2483374,2.11215,2.336132,2.8121902
98.7..6..75.....9...6......4...3.2....54...8......1..4.3..4...6..79...5......21..,2.4334412,2.363916,2.3944548,2.8719966
98.7..6..7...5......4......69.3...2...1..2..6.....79..32.8....9....7.23.......8..,2.190394,2.1379668,2.5261694,2.4677769
98.7..6..7...5..9...4..9..74....3..9.7.2...1...3....6.3..5......4...7..8....1.2..,2.3617256,2.195641,2.6384348,3.3617791
98.7..6....7.9..8...5..4...5....9..3.3.6...2...1...5.61....7....5.3....8....4.2..,2.3230638,2.1991475,2.683878,3.2703014
98.76.5..7...4.9...3.9.....6...9.8....2....1......7...5..4...98.6....4......8..5.,2.2700487,2.1240761,3.0694081,2.2664686
98.7..6....5.9..7...4.....34.....3...9.2...6.....17..91.6....8..2.8....6.....52..,2.2728778,2.1444988,2.6751335,2.3127919
98.76.5..76...5.....5......4...7.83..3.2.......7..96....8..79.....1.........4...1,2.3870778,2.3215712,2.9052299,3.1630009
98.7..6..5...6......6..9.4.3....2.7...8.7.5.....3...92.1.6.7.....5.9.7.........1.,2.1955625,2.1480796,2.2875537,2.6113131
98.7..6..7...5..9...5..9...57.6...8...4.....6....3...725.8....9.9...1.........82.,2.2448359,2.1805026,2.3225099,2.5663373
98.7..6..75.....9...6......4..32..5...85.4.7.....7.3.4.2....5....98...6.....3...1,2.0913919,2.0568956,2.5395006,2.6167
98.7..6..5..6..4......3..8.7..9..5...42..............14...9..5....5...64....7.9..,2.3379209,2.1293564,3.1863516,2.4628203
..............1.23.24.3.5........6.....3.78...48.6..3..65.2...84.2....5.9..4.....,2.2003271,2.2006727,2.5440448,2.8123549
98.7..6..75..6..9...6......4....3..2..8.9.7.........4..2.....13..7.5.8.......1...,2.3663229,2.1677623,2.7620937,2.7654644
........1..2..3..4.5..6..2....7.2..3.2....4..5...8..9...5.9..8..8...7...96...81..,2.2721783,2.1356647,2.4070089,2.564656
........1....23.....45...6..4.6...5.6....47..8...3.....5...1..7.9...2...4..8...9.,2.2647786,2.1063479,2.8112745,2.5729929
........1..2..3.4..1.56.2.........7...735....24...7.....3..5.2.6..8..9..9.......8,2.2234779,2.0872232,2.1989456,3.1286059
98.7..6..5..6..4....6.3....7..4..9....2.8.........7.1.6...7..4..59...7.....5...6.,2.1654078,2.1804205,2.3881602,2.7092639
........1.....2..3..3.41.5....6.......1.743...8..3..4...5.17..41..2..57.9........,2.2861881,2.1469776,2.1632406,2.8627607
98.7..6..7...5......4..8.9.4....9..6.9..7.34...6.2.....4.....68..71...2.......7..,2.2236657,2.154503,2.5320055,2.615569
98.7..6..7..........5.4..7.4....3..2.9....1...1.8..4...4.....6...96...1.....849..,2.2399597,2.1287167,2.4451476,2.5726298
98.76.5..7.4.......5..8.9..6.....8...9.8...53....3...9.6..9.3.....6...2......1...,2.2429906,2.2005999,2.6343011,2.4666295
98.76.5..76.5...9...5......6.........9...43....789..6..2......4..948..5.......1..,2.2543449,2.2041196,2.6228718,2.211061
98.76.5..76.5...9...5......6....43...2.........967..8...648..5......71..........4,2.3828185,2.1804306,2.342328,2.4716068
98.7..6..75.....8...6......6.......4..89...7.....3.2..4....1....1...2..3..98...5.,2.2401414,2.1794606,2.4105696,2.5706942
98.76.5..7....5.....54...6.6......4...8..96......3....21.........7..649......78..,2.2542231,2.1059735,2.3906334,2.958662
98.76.5..7...5..9...5...6..4..........869..7......32...1.........753..6....8....3,2.2669085,2.2044497,2.7921614,2.7143043
98.7..6..75.....9...6......4...3.7....86...5......2....2...7..1..98...7...724..8.,2.3751396,2.1517459,2.6425192,2.2622821
98.76.5..7.4.8.9....5......8....63...4.39.......8...2.3..6..8...7.....5...8.3...1,2.2874429,2.1341723,2.9529225,2.028951
........1.....2.3...3.4.5......6......6....5347.5..6......7.3..3.725.4..89.......,2.2412714,2.1256062,2.8365284,2.7656551
........1.....2....13.4..5......6.74.74.5.1...8.....35.2.4...1..41.3...78..9.....,2.1785648,2.1998431,2.1256694,2.2674669
........1.....2.3....451.....1..3.26.2..1....3...7.5....68...5..52...9..1....5.62,2.1800134,2.1064959,2.3830494,2.559166
98.76.5..7...5.6....5..4.8.5.......3.7..9..6...9..57..3....69....72............71,2.140658,2.1199651,2.7370777,2.4609505
9876..5..4..8..6......75...8..3..9....2....1.........53...84....9..364.....9.....,2.2646911,2.2609448,2.4281865,2.3719007
9876..5..6..59.8.......7...8..9..4...3...........2..1.5.......4.68...9....98....5,2.2435641,2.1511755,2.4519282,2.5598182
98.76.5..7.6...9...45.8....8......9..5.....6...7..58....3.28.5....9..6......5..1.,2.1876072,2.1129059,2.3716905,2.513108
9876.....54..97.......58...4.....53.2....5....9..6...8..9..6..7....7.15....5....3,2.3012128,2.0836537,2.3049225,2.8109308
........1.....2.3...3.456....4.....7.6..348..8..2......36.......5.....9.4...563..,2.2921282,2.1260455,2.491606,2.415129
98.76.5..7....8.....6.5....84.6......9.....3...7..58..2...8...1.7..1.9....9..76..,2.1982028,2.0771978,2.8314257,2.2240512
.8.76.5..7.4.3.6....29...7.8......6.4..5..9...9.3...85.4..5.8.......9..15........,2.2951797,2.0408046,2.3921461,2.7116606
........1.....2.3...4.5.6...4..7.8.55....147.8.........659......7.......4...8.7.6,2.3307509,2.1608167,3.0919529,2.7649362
98.7..6..7...6......6....5..9...4....3.5.......7.9.5....8.5.9.....2.9..1....8.72.,2.2261058,2.1502127,2.4931231,3.1639771
98.7.....7...8......6..5...5....64....3...76....3....5.2....19...7..4..3...21..7.,2.3321002,2.1881706,2.4551003,2.9163356
98.7..6..5..4.........5.38.4..5....7..6...........2.5.1....75...9..45..1.4.1.....,2.2242271,2.1437248,2.6246755,2.3272557
9.76..5..64........3..7....8.9..62..1..28...........5.7.8.6.9...1.9.7.8....8....5,2.2726747,2.1254515,2.1166677,2.4097679
98.76....7...586.......4.8.5...7.9.....3...5.........21..6...95..7...1....5.1...6,2.3534031,2.1471143,2.7916279,2.7587121
98.76.54.7..5...3......96..5....84.3...3..7.5.......8.4..8......59.2.....1...5...,2.3018002,2.1750285,2.494863,2.264325
98.7..6..7..5..8......4....6....5.....3.7.5.....3...963..8..9...28.....1..9..7...,2.1881648,2.1365791,2.8838218,2.7192889
98.7..6..7..5..9......4..8.5..6..7....3..........7...21...6...5.571...9...9...1..,2.2527649,2.1791499,2.8905179,2.2440803
98.7..6..7..5..9...4..3....5....2.6..6..752.....6....92..8..5....8.....1....5....,2.3454196,2.1541759,2.6471446,2.2180041
98.7..6..7.54..8.........5.8..9..7...3..2............16....4.8....8...76....9.4..,2.3477164,2.2928099,2.6203896,2.5194056
98.7..6..5..9...4...6.85...6...59..3.53...9.........2.3......9..6...3..8...17.3..,2.1907718,2.1424666,2.3292542,2.6170721
98.7..6..5..9...7.....85..47..5...3......67.......2..51...5.3....71..5.9.....7.1.,2.3335881,2.0220154,2.1215958,2.8119492
98.7.....6..5.......4.6.3..2.....16...8.1...3.....7.8..5...9..4.2....8....6.8..3.,2.2847755,2.1479906,2.6359026,2.3853041
........1..2..3....4..5..6.....7.5...7....6.48.54...7...4..79...5.36..4..8..4..3.,2.2631018,2.1125888,2.4229386,2.6627439
98.7..6..7.5.4.....3.9.5...5.2..9.6..9...........2.1.94..2...7...8.....4.....49.6,2.2497825,2.16081,2.9409748,2.4630981
98.76.5..7.4....6..5...4.9.6....8..9..894........7....3...9.8....9..7.4.....2...1,2.1292771,2.1527145,2.2766496,2.2120969
........1.....2.....3.4.25...25..67..3..7....6.....3....4.6...8..6..754..9.45....,2.2887155,2.2347987,2.4960095,2.5149117
98.7..6..7.5....4........9.6.7.4.8...498........6.3...37...84....24.........7...1,2.2294206,2.1261516,2.4297435,2.6585321
98.76.5..75...9.....6......8..6...4.3......8...5..87..5.72..8...2.81.........56..,2.2576744,2.1134313,2.3307703,2.3609917
98.7..6..7...6.5.......4.878..6..3...5..2..7...1..8...5....6..3.983....5......8..,2.2792721,2.1438172,2.585023,2.4129185
9876..5..6..5..8....4....3.8..9..7...72.1.............2....9....9..562.....2...8.,2.221994,2.1371258,2.3282797,2.1715966
9..7..6..5..4.......7.6..3..9.2.4.7...2.7.3.......1..2.5....48...8.4...33..1..7..,2.3123166,2.1414297,2.9344768,3.0618073
98.76......5...76.........95........4....39....859...6.2...5.....763...5......13.,2.3209804,2.2050339,2.2603444,2.3723266
98.7..6..5..6..7......9..4.7...53.....9.6.5.....9....73..5..2...2......1....2...8,2.4492463,2.0729909,2.402231,2.5135685
9..76.5....7..5.....6..4.7.83.2..6...6....1.8..5....4.5....8..6.7.....8...86..4..,2.234449,2.1161646,2.3879149,2.5106501
98.7..6..5..86.4.........5.7....85.....47...3....9....6...8.9...5......6.2.9...1.,2.3271387,2.2424775,2.3434601,2.8111536
.......12..3..4....5..6.3.....4....1..6.7.5..5....8.7..6.....2..798.....3...5.7..,2.3684551,2.0762255,2.6567047,2.675497
........1.....2.3...3.4.5......6......6....4357...36....7.3.4...3.8.9...2.5.7..8.,2.3631447,2.1423884,2.4558153,2.1194942
98.76.5..5....8.....7......4......3...9..68....64.59...2..5...1..5..72.....82..5.,2.1897995,2.131548,2.3763639,2.4138848
98.7..6..7...5..8...4..8..769.3....8.....296.......3..37.8...9..5............1...,2.4392496,2.1862276,2.6407923,2.4691456
98.7..6..75..4......39.5.7.5....7.8..38..........2...3.9.6.3.5.......1..........6,2.2588784,2.2002578,2.3854796,2.2194382
98.76.5..76.....9...5......4..........958..7......32....763..5......71.......5..3,2.2064436,2.1927232,2.4917184,2.9648434
98.76.5..5..4..9....3....2.7..6..8...68.1.............6...4.....9..764.....9....5,2.3842137,2.2820734,2.2855211,3.1214999
........1.....2.3...4.5.6....5..4..6.7..6....8..5..4....7.4.89...8.7....91.....4.,2.3973994,2.1927981,2.7893523,3.5592153
..............1.23.12.4.5......2..6..257..1..8............5..9..54..27...8.47....,2.2019918,2.1890807,2.7325999,2.8124913
........1.....2.....2.3.45.....6......4..563..7.34.1....34..56..5......89...5....,2.3126449,2.1746391,2.7393378,2.9650879
98.76.5..7...4.8.........6.57.....8349.........8.7.9...5..8.4.....2...1......6..8,2.1912255,2.1064215,2.0873526,2.2866316
........1....23.....45..26..26.7.....8..6...94..8...2..4.6..85.5.......66.....7..,2.1406529,2.1640796,2.6422406,2.4176909
........1.....2.34..3.5.6...3..7..6.6..8.9...7.9.......5...7..9.9.....1.3...9.57.,2.3641649,2.2479504,2.7473647,2.6763279
98.7..6..7...85.4...3.6....65...82....9.....8....7..9.29..5.8....82....1.........,2.1548406,2.1331899,2.7417793,2.2168079
98.7..6..5.....7....7.8..493..5..2...51.....3....93...2...59..6...6...2......79..,2.3279373,2.2057034,2.8263364,2.7663899
98.7..6..7...8..5...4.36..863..9.5....2.........6.....37...98.....8..7.1....7...5,2.2233818,2.1776732,2.5011778,2.6640312
98.7..6..7...5..9..4...9..76....5.7...736.2....4......3..5...1...1.....8....17..2,2.3732601,2.1622774,2.4807194,2.2666482
98.7..6..5..9...7.....5...47..3...6...9..2.....1...8..3...9...6...6....5....37.9.,2.1610724,2.1903671,2.8740317,2.4575335
98.7..6..7.5.6..8.....8....64...79...5.........3.9..2.49..7.8.....4...91.....8...,2.2674621,2.020479,2.5926017,2.7621296
98.7..6..5...8..7...7..4..93.....7.8..64...5......8.....85...6...5....9.....21...,2.2356881,2.1928272,2.4321679,2.3621203
98.76....54....7.....5...987....6....5.4...8.....7532.4..6...79....1.2..........3,2.2481205,2.149512,2.5560798,2.9082864
98.7..6..7...6..9...6..9..54..9.3.....7.52.......8.5...9......1..8...2.....2....9,2.1656035,1.9728588,2.6122198,2.2707556
98.76.5..5..4..7.........6.7......85.4....9....98...7.4..9..8...3............2..1,2.2416998,2.1413774,2.7511341,3.0656724
98.7..6..7.5....9.....5....85.4....9..7...8......3..4.67.5...8...2.....7.....1..6,2.1928479,2.1270059,2.4407105,3.0102513
98.7..6..5...8........69...46...78....5....3...2.....6.4..7.9.....9.6..4...4...61,2.3520634,2.1664272,2.6363241,2.5687449
..............1.23..1.2.4.5.......3...65..2.4.7..4......2..45.64..26..8.9...5....,2.2486433,2.1239024,2.4169963,2.3716926
98.7..6..5.4.8.........3...79.8...6...8.3.9.7..5.....2.5...8....2.3....6..7.1..8.,2.2592044,2.0614064,2.7165678,2.8153117
98.76....7...54.....49.....3...2.9...7.1.......6..9.7.2....5.9...7...3.5...4..2.7,2.1944123,2.1559031,2.2734632,2.2603203
98.76....7..5..9...5...8.6.5..4..3......5...2....1..954......3..9....7....79...54,2.2124622,2.0562227,1.9373195,2.4616713
........1.....2.34.45.3.6.......7....56.8...39..3..8....9..5....68.1..4.5.......6,2.2592833,2.0899744,2.5298948,2.6616842
........1..2..3.4..4..5.6....37.....4....2.8.6...1...9.3..28.6.2.65..8..8.....9..,2.2108562,2.1206407,2.7724867,2.8200525
..............1..2..1.2.34.....3...5..36..12..7...........6......27.346.8...4...9,2.2130368,2.1416295,2.7915703,2.5210566
98.7..6..5...8..7...7..4...3...9...2.5...3.....95...8..2..1......54...6......6..1,2.3749672,2.296609,2.453359,2.8187864
98.7..6..7..5..9....4.3..7.8..6..59..2...1..7.........3...65..9.983....6......3..,2.2679617,2.1656511,2.4454243,2.4634888
98.7..6..5..9..7....4.3....6..5..9...5...8.6...2......1....7......1...76....591..,2.2336049,2.2329182,2.2828676,2.5652593
98.7..6..7..68.5......4..8.6.......5.395.......7..63..3..9..2...9...2..1..2.5....,2.2372552,2.0149677,2.3763267,2.6176974
98.7..6..7......9...6.5....4.......3.2...5.....78...6...95...7...46...5......41.6,2.1958786,2.1422534,2.3771189,2.8119506
95.7..6..7..85.4...84......6....78...9..8.......63..2.5...7.3....93....1.....5..4,2.3353059,2.1351167,3.2016737,2.5116741
98.7..6..76..5......48.6.7.6..3.7.9.......3..........24.....1...9.6.4.8.....35...,2.3610548,2.2379596,2.4469506,2.7753885
98765....6....485..........5...6.38..9..........8....23..5..64.....4........3...1,2.2459742,2.163365,2.9217241,2.662811
..............1..2..3.4.56........7...74.6...13..7......1.3...5.74.6..1..8...49..,2.366725,2.1851892,2.6993123,3.4596315
........1.....2.34.45.3.6.....7......84.5...39.....8...36.8..1..9...5..65..3.....,2.34507,2.2185085,2.4398692,3.1160638
98.76.5..7..........5..89..5....9.4..7.........437..8..5....49....52.8.7..7.....1,2.1088247,2.0230066,2.2309234,2.6108278
98.7..6..5..9..7......8..5.6..5..9....4...........3.212...5.....6.2...9...9.7.2..,2.3578718,2.0549979,2.7322971,2.7355809
98.76....7..8..6....6..5...5.......4..749.5.........3.27........1..74.2...925.8..,2.233404,2.1362254,2.3211392,2.8644326
98.76....75....4....6..5.9.8....796..6..8...4....3...2.9...865....1...4.........7,2.1357441,2.2037538,2.4883324,2.663967
1.3..67...5..8....6..3.2....6..9.3.539......8..4...69..3...8.6...56.....9...3....,2.1892159,2.1055315,2.3804768,2.4106809
........1..2..3....4..5.26....6....7..6.3.52.5..8.......43......69...1..2...9.64.,2.2706083,2.1350529,2.5026581,2.9257234
98.7..6..7...96.....5.8....43..7.8....94...2...........4...79....19...3....83....,2.2804015,2.1465147,2.7926184,2.9663706
98.7..6..7...8..5...4......37...28....1.........97...623..9.7....73...6....2.....,2.3732043,2.1381219,2.5431984,2.820164
........1.....2..3..1.4.56...4.5.13..3.7...4.8..........6....5.1...6...44..5.96..,2.2641657,2.2015415,2.722429,3.0586983
98.76.5..7...5..9......98.764...5.8.3...4......2...4..27...6.5....3..1..........2,2.1236996,2.1228846,2.8616988,2.3517548
98.76.5..4....9.8...3.4.2..8..3...75.3....8....7.....2.6.....5...85..7......8...1,2.0917905,2.1164155,2.5059619,2.6096032
........1..2..3....4..5..2......6.7..6.5....42.7.4.......8..9...21.7..6..7..6..4.,2.4136905,2.3082246,2.5790567,2.5247335
9876..5..6......8...45..9..3......9...59..7......2...1.7..964....6.54.7....7.....,2.2424225,2.164793,2.5987054,2.6610181
98.7..6..75.4.......6.9..758...7..96.6.9.4..3......2...7..4..59...3...........1..,2.244375,2.0996707,2.2410841,2.518362
.....1..2....3..4...56..7....1.....4.5.1..6..6...8...3.19.68....7.....2.5..7..1..,2.3931648,2.2145899,2.5854252,2.2561687
98.76.5..7..4.......3..8...3....2.9..281....7...6......9...673..37..4.2.........4,2.1777176,2.154724,2.133009,3.0687474
98.7..6..5...4......7......69.5...8...5..3..9..2...5...6.8....5....17.6.......87.,2.352861,2.2289008,2.686289,2.828911
98.76.5..7..8.......5..4.7.5...4..9..3...97....95..2..1...5..........6.1..7..2.5.,2.2398799,2.0567639,2.63074,3.0605059
98.7.....7.....6...5..4..8.6..9..3....5.7...2.....1..5..9..57.....6...5......7.36,2.2186764,2.1668764,2.4719643,2.667364
98.76.5..7....4.9...3.59...83.5..2......3...1.....6...62......5.7.....2...8.7.6..,2.2500096,2.0271354,2.6447801,2.8150592
98.76....5.....7.........9876...85....4.5...3.......2.47...69.....5....4....1....,2.4847269,2.224853,2.6303802,2.5056296
98.7.....65....7....7.6....4....7.3...58..9......2...1.3...8.4...96..8.......1..2,2.3824527,2.1608575,2.7333018,2.6884974
98.7..6..5..8..7....4.3..5.6..9..5....8..2.1..........2.......7.6..972.....2...65,2.2152535,2.2136904,2.4340141,2.7773093
9..76.5..7.54.19...6...5.4.4..5..3....2.....1.....8...3......79.4.9...35......4..,2.2663189,2.118377,2.5849176,2.5695771
98.7..6..7.5....8..6....9.75.6.9..4...84........5..3...2..7.8....79...6.....8...1,2.1924839,2.1091238,2.4719061,2.3115306
98.76.5..7..5...9......9..864...7.8...3...4.....42....37...685..6......3......1..,2.2113512,2.2532985,2.741059,2.5224469
98.7..6..7.5....8........9.84.9....6.3..86......32....47.8...6.....1.7........4..,2.2439902,2.119193,2.7276834,2.759709
98.7..6..7.5....4..........86..7.9....7..9.3......8...69...72...5..2........6..91,2.3132565,2.1674313,2.6301432,2.6627474
........1..2..3....1..4.25........46.7.4.....8...1.72...7.8.51..5.9.....18.7.....,2.2836331,2.106698,2.2709387,2.7159823
98.7..6..7..95.4....5..3...6.84..9...2.....6..........1...9..4....1...96....471..,2.3063574,2.1326966,2.3717407,2.2716923
.8.7..6..5...8..7...7..49..3...9.8...9..78.....84......2...1..9..59...6...9...25.,2.2025759,2.1365854,2.217976,2.7673432
98.76.5..7..5..9....4..8.7.3..6..7......3..2........531...56....9.1....5....7.1..,2.2525103,2.1114255,2.4702233,2.8660986
.......12....13.....45..6.......7.8...63..4..27.........9..6..4.8..3.9..4..9...5.,2.3618145,2.105703,2.9484203,2.4723588
........1.....2.3...4.5.62.....7......7..546..3.46......25..7..4.......89...4.2..,2.2744753,2.1462758,2.684029,2.664137
98.76.5..7......4...3..58..5....8..3.7.2.........7....3.7....1..9......5..53...74,2.2174681,2.2055193,2.5369825,2.761825
98.76....75....64......5...8.........6...95.8...3..2..6....78.9....1..64.......2.,2.2778891,2.1588483,3.4241527,3.1811716
........1....23.....45...6...6..1..2.7..8....9..4...7..6.9...5.4.5..8...7.9...3..,2.4237437,2.084087,2.5736385,3.2658374
98.7..6..5...8......4..3...7..2...8...8..14......9.....5....1.3.2......4..1..8.6.,2.2838112,2.1861545,2.7123788,2.6286454
98.7..6..7..5..49...5.....75..3....6..8...3....4.2....4..9...6...9.5...4.....17..,2.3515573,2.2238982,2.6770957,3.3130703
98.7..6..75..6..8...6......4..3.7.....5.9.7..........2..8.7.9.5..765.8.....8.1...,2.2388874,1.9059667,2.3325491,2.6134685
........1.....234...5.1.........1..3.3.2...6.7.1.3.2.4..2..4..8.4....6..1.96.3..2,2.2188106,2.2392795,2.41896,2.5129065
........1.....123...2.4.5.6...7......58.2.9..37.........64....5.8..6...99....26..,2.2160724,2.2090802,2.4001917,2.9671666
98.7..6..7...86.5...6.9....4.........3......2..9.378....8.753.....3...1.......5..,2.2438411,2.149187,2.4253088,2.4148824
98.76.5..4..........7......8..63..5..3.9...68..9...3..2.8..7....9.85.7......9..1.,2.275293,2.0925326,2.2839913,2.6630257
98.76.5..76.....9...5.......4.........859..6....4.32....783..5......51..........3,2.308174,2.1505297,2.3572891,2.467101
........1..2..3....4.25..6......6..7.7.3..6..8..74..2...786..4..8....9..45.......,2.3344919,2.2500433,3.0798335,2.9654902
98.7..6....5.9..4......3...6..2..5...5..6..9...4..71..5...8..6..16.....2......3..,2.2204279,2.3154776,2.3279831,2.8632257
98.76.5..7..4..6....5......8....43...97.3.......87..2.6...4.7....93....1.....6.5.,2.1668568,2.1987306,2.7668828,2.8110999
98.76.5..4....8.7...7......6......38.9.58.6............2.....51..925..6...6.1.2..,2.2169705,2.1684627,2.5415531,2.6070761
98765.4..6....9....3..7....7..9..25.3....5.6.......3.71...9.73....1.6..2.........,2.2079314,2.0828621,2.175782,2.1635554
98.7..6..76.5..4....5....8.6..4..9......5.........3.2.1......7..49.7.1....61....9,2.2102019,2.1797512,2.4515247,2.2668405
........1.......23..2.134.....5.......6.21.4..7....1....1.62..42..8..6..9...5....,2.6400074,2.1642065,2.8769224,3.3265372
...........1..2..3.4..5.12........56.2.5.....7...1.28...2.8.74..8.......47.9.....,2.1747775,2.151166,2.6857442,3.1654761
........1.....2.3...4.5.6....53......4..6.7..6....1.8..5.2.9....798...5.4...7.9..,2.2873863,2.2947573,2.5622257,2.863571
98.76.5..7...4.6.......3.7.6...2.9...7.........1..8..64..2...65....5..9......42..,2.2764653,2.2947105,2.8851016,2.7728728
........1..2..3.4..5..6.7.......4..7..8.3..6.1.....93...63...8..8..26..95...48...,2.2720302,2.0532413,2.434431,2.0676909
98.7..6..75..6......6..8...4....3.2...5.7.9.....9....3.2.1....4..7.8.5.......7.1.,2.3007907,2.1848863,2.4930061,3.060577
98.7.....7.....6....6.5..8.4...32....3.....1...85....4..96..8......4..2......1..3,2.3442369,2.1071123,2.3008823,2.6682066
98.7..6..5..6...8.....8...47..5..3....5..2.7..1.......1....6.37.371....5..9...1..,2.1991987,2.1599408,2.4850176,2.610075
98.7..6..5..96..8...6....7.4....3.2...387.5.......9....1......3..539.7.........5.,2.2388877,2.079735,2.5746687,2.5118849
98.7..6..5...9..4.........73...4..2..5...9.....65..8..1....24....94...1...5.1...3,2.3366309,2.2391622,2.8757355,3.0106209
........1.....2.....3.4.25.....6..7...6..534..8..3......46..52..5.....1.9...54..7,2.3629516,2.2237233,2.5874106,2.9156058
98.7..6..5...9..7...7..4...3...7...2..84..39......3..1.2...6.....98...5.....1....,2.352289,2.21587,3.1361475,3.2608568
........1.....2.3...1...245..2..4..3.6..7....8..9.......3..5..4.7.....6.9..8..3..,2.5085843,2.3098129,2.7153107,2.5882422
.....7..2..9.8..5..3.5..4....3..2..1.2..1..4.6..8.......2...9...5..7..1.8..6....4,2.5230331,2.3712826,2.7398232,2.7629033
98.76.5..7...4.69...65.....6.8....3..9..8.7....7....5.4..2.......9.5.4.......4.1.,2.354534,2.1416718,2.8794274,2.8109183
........1.....2.3..14.3.5.....3......63.4...547.8......41.6..5..5.9..4..7.....1.6,2.2459848,2.152409,2.634544,2.8114951
.......12.....3..4..1.4.5....4.2..5..6.3..2..7..8..9....9.3...5.8.6.....3....7...,2.3005934,2.402765,2.6901752,2.4789928
........1.....2.3..13.4.5........6...76.5..1.1....84...41.3...63.7....5.9..7.....,2.2814233,2.0989622,2.379348,2.3781889
98.7.......6.9.5.......4.9.7..9......4...8.....3.6.2..12....6....5.....3....1...5,2.6364548,2.3878104,3.8130613,3.615073
98.76.5..7...5.6.....4.8...5......9..6....3...39.7..5637..2.9....2.............12,2.2901254,1.9817099,2.3308933,2.5643953
........1.....1.2...3.4.5........6....67.3...45..6......4..2.89..5.7.3..9..8.....,2.433944,2.1653822,2.8902432,2.6163189
98.7..6..5...9..4...3.....92.1.3.....6.8..4.......2.1..5...7..4...5...67....8.5..,2.2808636,2.0125842,2.9443109,2.5609066
.......12.....3..4..4.2.5....5.4...1.6...78..9..3..2....8.3..5..7.6.....3....9...,2.4837513,2.7142802,2.9636075,2.7798208
98.7..6..5..6.......6.8..4.3......24.9...7.....8.4.9...5....18...9.1...6.....3.9.,2.3645574,2.2705451,2.9323197,2.5182717
98.7.....7...6.5....6..4.7.3..2....4..8.4..2......8..5.9...1....3..7...8..24...1.,2.3303606,2.1776014,2.6790405,2.6161519
98.7..6..75..6......68.....4......3...7.5.9.....3.4..2.1.5...9...9.8.5.......2..1,2.2731361,2.2422263,2.5589092,2.3643906
98.7..6..75..4......3..8.7.5....7.9..3..2..6....4....1.9...3.5...5...2......1...6,2.3285238,2.1255902,2.6988614,2.9765818
1..2......3..4......4..56..7..1..8...6..8..2...5..4..3..74..1......9..8......6..5,2.7959786,2.3988909,2.6314328,3.2760431
98.7..6..7...5..9...4..9..73..8....9.7.....3...2..4...1..2...7..6....8......1...5,2.2851364,2.2644325,2.8039402,2.4839322
98.7..6....5.9..7......8..94....7..3.2..5......71...8.3.......4.1..2..9....6..1..,2.3866931,2.3940871,2.9137213,3.4780509
98.76.5..4..3..97..3......28.........79..58...548...9.5..4..7......1.........3.6.,2.1137347,2.0959348,2.5393434,2.3151086
98.7..6..75..6..9...6......4...8.3....86...5.....24....1......9..98...6.....3.2.1,2.2520501,2.1286039,2.4396245,2.6160934
98.7.....65....4....3.9....4...3..6...59..3.......2..1.7.8...3...6.5.8.......1..2,2.4337886,2.2630759,2.7374287,2.9249756
98.7..6..7..........5.6..8.6....4..3.7..2......18..5...4..1..5...79..1.......3..2,2.4501622,2.3244198,2.3051203,2.9143834
